S.No,Date,Prvs Closing,Capital Add,Opn Bal,Cash,Online,Roinet,Jio,Go2Sms,Credit,Pending,Damages,Expense,Total,Wthdrwl,Cls Bal,,,,,,,,,,,,
41,11-Jul-2023,104678,₹ 0,"₹ 1,04,678","₹ 15,720","₹ 53,114","₹ 35,006","₹ 1,047",₹ 345,₹ 8,₹ 0,₹ 0,₹ 0,"₹ 1,05,240",₹ 0,"₹ 1,05,240",, ,,,,,,,,,,
42,12-Jul-2023,105240,₹ 0,"₹ 1,05,240","₹ 41,420","₹ 63,576",₹ 0,₹ 848,₹ 345,₹ 8,₹ 0,₹ 0,₹ 50,"₹ 1,06,247",₹ 0,"₹ 1,06,197",,,,,,,,,,,,
43,13-Jul-2023,106197,₹ 0,"₹ 1,06,197","₹ 38,930","₹ 60,896","₹ 5,524",₹ 848,₹ 345,₹ 8,₹ 0,₹ 0,₹ 50,"₹ 1,06,601",₹ 0,"₹ 1,06,551",,,,,,,,,,,,
44,14-Jul-2023,106551,₹ 0,"₹ 1,06,551","₹ 43,920","₹ 59,738","₹ 2,377",₹ 833,₹ 345,₹ 8,₹ 0,₹ 0,₹ 50,"₹ 1,07,271",₹ 0,"₹ 1,07,221",,,,,,,,,,,,
45,15-Jul-2023,107221,₹ 0,"₹ 1,07,221","₹ 39,005","₹ 44,758","₹ 13,408",₹ 708,₹ 250,₹ 8,"₹ 10,000",₹ 0,₹ 0,"₹ 1,08,137",₹ 0,"₹ 1,08,137",,,,,,,,,,,,
46,16-Jul-2023,108137,₹ 0,"₹ 1,08,137","₹ 24,895","₹ 55,521","₹ 17,224",₹ 509,₹ 250,₹ 8,"₹ 10,500",₹ 0,₹ 0,"₹ 1,08,907",₹ 0,"₹ 1,08,907",,,,,,,,,,,,
47,17-Jul-2023,108907,₹ 0,"₹ 1,08,907","₹ 62,265","₹ 42,111","₹ 3,223",₹ 931,₹ 250,₹ 8,₹ 0,₹ 0,₹ 810,"₹ 1,09,598",₹ 0,"₹ 1,08,788",,,,,,,,,,,,
48,18-Jul-2023,108788,₹ 0,"₹ 1,08,788","₹ 61,070","₹ 43,356",₹ 0,₹ 931,₹ 66,₹ 8,₹ 0,₹ 0,"₹ 4,000","₹ 1,09,431",₹ 0,"₹ 1,05,431",,,,,,,,,,,,
49,19-Jul-2023,105431,₹ 0,"₹ 1,05,431","₹ 44,220","₹ 56,817","₹ 3,517",₹ 931,₹ 66,₹ 8,₹ 0,₹ 0,₹ 50,"₹ 1,05,609",₹ 0,"₹ 1,05,559",,,,,,,,,,,,
50,20-Jul-2023,105559,₹ 0,"₹ 1,05,559","₹ 46,670","₹ 56,687","₹ 1,414",₹ 405,₹ 470,₹ 8,₹ 820,₹ 0,₹ 0,"₹ 1,06,474",₹ 0,"₹ 1,06,474",,,,,,,,,,,,
51,21-Jul-2023,106474,₹ 0,"₹ 1,06,474","₹ 42,230","₹ 64,269",₹ 201,₹ 206,₹ 171,₹ 8,₹ 0,₹ 0,₹ 0,"₹ 1,07,085",₹ 0,"₹ 1,07,085",,,,,,,,,,,,
52,22-Jul-2023,107085,₹ 0,"₹ 1,07,085","₹ 52,680","₹ 50,938","₹ 2,696","₹ 1,005",₹ 171,₹ 8,₹ 0,₹ 0,₹ 0,"₹ 1,07,498",₹ 0,"₹ 1,07,498",,,,,,,,,,,,
53,23-Jul-2023,107498,₹ 0,"₹ 1,07,498","₹ 53,060","₹ 52,462","₹ 1,002",₹ 918,₹ 332,₹ 8,₹ 0,₹ 0,₹ 0,"₹ 1,07,782",₹ 0,"₹ 1,07,782",,,,,,,,,,,,
54,24-Jul-2023,107782,₹ 0,"₹ 1,07,782","₹ 48,640","₹ 51,609","₹ 6,549",₹ 918,₹ 228,₹ 8,₹ 0,₹ 0,₹ 0,"₹ 1,07,952",₹ 0,"₹ 1,07,952",,,,,,,,,,,,
55,25-Jul-2023,107952,₹ 0,"₹ 1,07,952","₹ 10,600","₹ 54,773","₹ 42,346",₹ 719,₹ 228,₹ 8,₹ 0,₹ 0,₹ 200,"₹ 1,08,874",₹ 0,"₹ 1,08,674",,,,,,,,,,,,
56,26-Jul-2023,108674,₹ 0,"₹ 1,08,674","₹ 52,380","₹ 45,842","₹ 9,554","₹ 1,160",₹ 447,₹ 8,₹ 0,₹ 0,₹ 0,"₹ 1,09,391",₹ 0,"₹ 1,09,391",,,,,,,,,,,,
57,27-Jul-2023,109391,₹ 0,"₹ 1,09,391","₹ 52,430","₹ 45,492","₹ 11,493","₹ 1,141",₹ 314,₹ 8,₹ 0,₹ 0,₹ 0,"₹ 1,10,878",₹ 0,"₹ 1,10,878",,,,,,,,,,,,
58,28-Jul-2023,110878,₹ 0,"₹ 1,10,878","₹ 59,490","₹ 49,206",₹ 0,₹ 902,₹ 314,₹ 8,"₹ 2,000",₹ 0,₹ 50,"₹ 1,11,970",₹ 0,"₹ 1,11,920",,,,,,,,,,,,
59,29-Jul-2023,111920,₹ 0,"₹ 1,11,920","₹ 34,400","₹ 48,226","₹ 3,123",₹ 883,₹ 96,₹ 8,"₹ 26,000",₹ 0,₹ 80,"₹ 1,12,816",₹ 0,"₹ 1,12,736",,,,,,,,,,,,
60,30-Jul-2023,112736,₹ 0,"₹ 1,12,736","₹ 23,450","₹ 16,576","₹ 26,562",₹ 883,₹ 96,₹ 8,"₹ 46,000",₹ 0,₹ 50,"₹ 1,13,625",₹ 0,"₹ 1,13,575",,,,,,,,,,,,
61,31-Jul-2023,113575,₹ 0,"₹ 1,13,575","₹ 48,180","₹ 4,486","₹ 34,244",₹ 665,₹ 96,₹ 8,"₹ 27,000",₹ 0,₹ 200,"₹ 1,14,879","₹ 10,000","₹ 1,04,679",,,,,,,,,,,,
62,1-Aug-2023,104679,₹ 0,"₹ 1,04,679","₹ 52,300","₹ 37,827","₹ 12,751",₹ 665,₹ 96,₹ 8,₹ 0,₹ 0,"₹ 1,820","₹ 1,05,467",₹ 0,"₹ 1,03,647",,,,,,,,,,,,
63,2-Aug-2023,103647,₹ 0,"₹ 1,03,647","₹ 64,790","₹ 35,560","₹ 1,578",₹ 646,₹ 500,₹ 8,₹ 0,₹ 0,"₹ 1,530","₹ 1,04,612",₹ 0,"₹ 1,03,082",,,,,,,,,,,,
64,3-Aug-2023,103082,₹ 0,"₹ 1,03,082","₹ 41,200","₹ 41,475","₹ 20,501",₹ 646,₹ 305,₹ 8,₹ 0,₹ 0,₹ 127,"₹ 1,04,262",₹ 0,"₹ 1,04,135",, ,,,,,,,,,,
65,4-Aug-2023,104135,₹ 0,"₹ 1,04,135","₹ 51,995","₹ 36,102","₹ 10,729",₹ 646,₹ 121,₹ 8,"₹ 5,000",₹ 0,₹ 100,"₹ 1,04,701",₹ 0,"₹ 1,04,601",,,,,,,,,,,,
66,5-Aug-2023,104601,₹ 0,"₹ 1,04,601","₹ 44,015","₹ 54,100","₹ 1,002",₹ 617,₹ 121,₹ 8,"₹ 5,000",₹ 0,₹ 840,"₹ 1,05,703",₹ 0,"₹ 1,04,863",,,,,,, ,,,,,
67,6-Aug-2023,104863,₹ 0,"₹ 1,04,863","₹ 73,879","₹ 19,429","₹ 5,540",₹ 617,₹ 102,₹ 8,"₹ 6,500",₹ 0,₹ 0,"₹ 1,06,075",₹ 0,"₹ 1,06,075",,,,,,,,,,,,
68,7-Aug-2023,106075,₹ 0,"₹ 1,06,075","₹ 59,739","₹ 45,086","₹ 1,320",₹ 588,₹ 379,₹ 8,₹ 0,₹ 0,₹ 0,"₹ 1,07,120",₹ 0,"₹ 1,07,120",,,,,,,,,,,,
69,8-Aug-2023,107120,₹ 0,"₹ 1,07,120","₹ 66,460","₹ 38,885","₹ 1,215",₹ 995,₹ 273,₹ 8,₹ 0,₹ 0,₹ 70,"₹ 1,07,906",₹ 0,"₹ 1,07,836",,,,,,,,,,,,
70,9-Aug-2023,107836,₹ 0,"₹ 1,07,836","₹ 64,490","₹ 32,816","₹ 10,086",₹ 995,₹ 177,₹ 8,₹ 0,₹ 0,₹ 140,"₹ 1,08,712",₹ 0,"₹ 1,08,572",,,,,,,,,,,,
71,10-Aug-2023,108572,₹ 0,"₹ 1,08,572","₹ 49,450","₹ 37,338","₹ 23,062",₹ 597,₹ 177,₹ 8,₹ 0,₹ 0,₹ 50,"₹ 1,10,682",₹ 0,"₹ 1,10,632",,,,,,,,,,,,
72,11-Aug-2023,110632,₹ 0,"₹ 1,10,632","₹ 39,440","₹ 36,043","₹ 35,309",₹ 597,₹ 82,₹ 8,₹ 0,₹ 0,₹ 50,"₹ 1,11,529",₹ 0,"₹ 1,11,479",,,,,,,,,,,,
73,12-Aug-2023,111479,₹ 0,"₹ 1,11,479","₹ 16,540","₹ 53,947","₹ 22,311",₹ 377,₹ 82,₹ 8,"₹ 17,500",₹ 0,"₹ 1,400","₹ 1,12,165",₹ 0,"₹ 1,10,765",,,,,,,,,,,,
74,13-Aug-2023,110765,₹ 0,"₹ 1,10,765","₹ 24,060","₹ 65,126","₹ 4,057","₹ 1,115",₹ 429,₹ 8,"₹ 17,500",₹ 0,₹ 60,"₹ 1,12,355",₹ 0,"₹ 1,12,295",,,,,,,,,,,,
75,14-Aug-2023,112295,₹ 0,"₹ 1,12,295",₹ 320,"₹ 83,651","₹ 26,068",₹ 707,₹ 429,₹ 8,"₹ 2,000",₹ 0,₹ 0,"₹ 1,13,183",₹ 0,"₹ 1,13,183",,,,,,,,,,,,
76,15-Aug-2023,113183,₹ 0,"₹ 1,13,183","₹ 55,030","₹ 54,242","₹ 2,051",₹ 558,₹ 333,₹ 8,₹ 500,₹ 0,₹ 620,"₹ 1,13,342",₹ 0,"₹ 1,12,722",,,,,,,,,,,,
77,16-Aug-2023,112722,₹ 0,"₹ 1,12,722","₹ 42,310","₹ 68,208","₹ 1,002",₹ 539,₹ 361,₹ 8,₹ 500,₹ 0,₹ 209,"₹ 1,13,137",₹ 0,"₹ 1,12,928",,,,,,,,,,,,
78,17-Aug-2023,112928,₹ 0,"₹ 1,12,928","₹ 19,210","₹ 66,016","₹ 1,133","₹ 1,081",₹ 209,₹ 8,"₹ 26,000",₹ 0,₹ 492,"₹ 1,14,149",₹ 0,"₹ 1,13,657",,,,,,,,,,,,
79,18-Aug-2023,113657,₹ 0,"₹ 1,13,657","₹ 68,460","₹ 21,605","₹ 1,634",₹ 913,₹ 112,₹ 8,₹ 0,₹ 0,"₹ 21,600","₹ 1,14,332",₹ 0,"₹ 92,732",,,,,,,,,,,,
80,19-Aug-2023,92732,₹ 0,"₹ 92,732","₹ 35,310","₹ 29,959","₹ 20,253",₹ 437,₹ 16,₹ 8,"₹ 7,100",₹ 0,₹ 340,"₹ 93,423",₹ 0,"₹ 93,083",,,,,,,,,,,,
81,20-Aug-2023,93083,₹ 0,"₹ 93,083","₹ 37,650","₹ 37,009","₹ 9,424",₹ 580,₹ 16,₹ 8,"₹ 8,620",₹ 0,₹ 350,"₹ 93,657",₹ 0,"₹ 93,307",,,,,,,,,,,,
82,21-Aug-2023,93307,₹ 0,"₹ 93,307","₹ 33,050","₹ 46,769","₹ 13,060",₹ 580,₹ 401,₹ 8,₹ 0,₹ 0,₹ 0,"₹ 93,868",₹ 0,"₹ 93,868",,,,,,,,,,,,
83,22-Aug-2023,93868,₹ 0,"₹ 93,868","₹ 31,870","₹ 55,040","₹ 7,295",₹ 183,₹ 401,₹ 8,₹ 0,₹ 0,₹ 0,"₹ 94,797",₹ 0,"₹ 94,797",,,,,,,,,,,,
84,23-Aug-2023,94797,₹ 0,"₹ 94,797","₹ 38,930","₹ 55,155",₹ 7,"₹ 1,003",₹ 207,₹ 8,₹ 0,₹ 0,₹ 60,"₹ 95,370",₹ 0,"₹ 95,310",,,,,,,,0,,0,,
85,24-Aug-2023,95310,₹ 0,"₹ 95,310","₹ 30,530","₹ 53,965","₹ 10,731",₹ 290,₹ 13,₹ 8,₹ 0,₹ 0,₹ 110,"₹ 95,647",₹ 0,"₹ 95,537",,,,,,,,,,0,,
86,25-Aug-2023,95537,₹ 0,"₹ 95,537","₹ 44,740","₹ 47,587","₹ 4,070",₹ 261,₹ 13,₹ 8,₹ 0,₹ 0,₹ 0,"₹ 96,679",₹ 0,"₹ 96,679",,,,,,,,,,,,
87,26-Aug-2023,96679,₹ 0,"₹ 96,679","₹ 48,600","₹ 47,253",₹ 3,₹ 791,₹ 300,₹ 8,₹ 0,₹ 0,₹ 180,"₹ 97,135",₹ 0,"₹ 96,955",,,,,,,,,,,,
88,27-Aug-2023,96955,₹ 0,"₹ 96,955","₹ 63,780","₹ 31,508","₹ 1,011",₹ 573,₹ 155,₹ 8,₹ 0,₹ 0,₹ 540,"₹ 97,575",₹ 0,"₹ 97,035",,,,,,,,,,,,
89,28-Aug-2023,97035,₹ 0,"₹ 97,035","₹ 36,140","₹ 51,343","₹ 9,633",₹ 573,₹ 155,₹ 8,₹ 0,₹ 0,₹ 0,"₹ 97,852",₹ 0,"₹ 97,852",,, ,,,,,,,,,
90,29-Aug-2023,97852,₹ 0,"₹ 97,852","₹ 36,100","₹ 49,983","₹ 2,007",₹ 554,₹ 155,₹ 8,"₹ 9,500",₹ 0,₹ 60,"₹ 98,367",₹ 0,"₹ 98,307",,,,,,,,,,,,
91,30-Aug-2023,98307,₹ 0,"₹ 98,307","₹ 36,770","₹ 50,703","₹ 11,093",₹ 535,₹ 59,₹ 8,₹ 0,₹ 0,₹ 0,"₹ 99,168",₹ 0,"₹ 99,168",,,,,,,,,,,,
92,31-Aug-2023,99168,₹ 0,"₹ 99,168","₹ 43,800","₹ 53,551","₹ 2,414",₹ 242,₹ 49,₹ 8,₹ 0,₹ 0,₹ 0,"₹ 1,00,064",₹ 0,"₹ 1,00,064",,,,,,,,,,,,
93,1-Sep-2023,100064,₹ 0,"₹ 1,00,064","₹ 40,770","₹ 45,674","₹ 9,940","₹ 1,062",₹ 49,₹ 8,₹ 0,₹ 0,"₹ 3,050","₹ 1,00,553",₹ 0,"₹ 97,503",,,,,,,,,,,,
94,2-Sep-2023,97503,₹ 0,"₹ 97,503","₹ 38,630","₹ 40,904","₹ 16,376","₹ 1,005",₹ 49,₹ 8,₹ 0,₹ 0,₹ 900,"₹ 97,872",₹ 0,"₹ 96,972",,,,,,,,,,,,
95,3-Sep-2023,96972,₹ 0,"₹ 96,972","₹ 26,605","₹ 70,817",₹ 0,₹ 309,₹ 435,₹ 8,₹ 0,₹ 0,₹ 0,"₹ 98,174",₹ 0,"₹ 98,174",,,,,,,,,,,,
96,4-Sep-2023,98174,₹ 0,"₹ 98,174","₹ 30,485","₹ 33,113","₹ 14,751",₹ 309,₹ 435,₹ 8,"₹ 20,500",₹ 0,₹ 0,"₹ 99,601",₹ 0,"₹ 99,601",,,,,,,,,,,,
97,5-Sep-2023,99601,₹ 0,"₹ 99,601","₹ 34,375","₹ 54,223","₹ 10,564",₹ 141,₹ 435,₹ 8,₹ 0,₹ 0,₹ 0,"₹ 99,746",₹ 0,"₹ 99,746",,,,,,,,,,,,
98,6-Sep-2023,99746,₹ 0,"₹ 99,746","₹ 37,705","₹ 47,243","₹ 14,384",₹ 122,₹ 435,₹ 8,₹ 0,₹ 0,₹ 20,"₹ 99,917",₹ 0,"₹ 99,897",,,,,,,,,,,,
99,7-Sep-2023,99897,₹ 0,"₹ 99,897","₹ 42,405","₹ 57,397",₹ 6,₹ 103,₹ 435,₹ 8,₹ 0,₹ 0,₹ 0,"₹ 1,00,354",₹ 0,"₹ 1,00,354",,,,,,,,,,,,
100,8-Sep-2023,100354,₹ 0,"₹ 1,00,354","₹ 37,000","₹ 50,797","₹ 10,665",₹ 992,₹ 144,₹ 8,"₹ 2,300",₹ 0,₹ 0,"₹ 1,01,906",₹ 0,"₹ 1,01,906",,,,,,,,,,,,
101,9-Sep-2023,101906,₹ 0,"₹ 1,01,906","₹ 42,880","₹ 45,687","₹ 9,481",₹ 992,₹ 144,₹ 8,"₹ 2,800",₹ 0,₹ 200,"₹ 1,02,192",₹ 0,"₹ 1,01,992",,,,,,,,,,,,
102,10-Sep-2023,101992,₹ 0,"₹ 1,01,992","₹ 17,550","₹ 62,607","₹ 2,687",₹ 917,₹ 144,₹ 8,"₹ 4,800",₹ 0,"₹ 13,650","₹ 1,02,363",₹ 0,"₹ 88,713",,,,,,,,,,,,
103,11-Sep-2023,88713,₹ 0,"₹ 88,713","₹ 17,590","₹ 61,881","₹ 2,687",₹ 559,₹ 144,₹ 8,₹ 0,₹ 0,"₹ 6,643","₹ 89,512",₹ 0,"₹ 82,869",,,,,,,,,,,,
104,12-Sep-2023,82869,"₹ 20,000","₹ 1,02,869","₹ 35,880","₹ 63,531",₹ 62,₹ 559,₹ 144,₹ 8,"₹ 3,000",₹ 0,₹ 0,"₹ 1,03,184",₹ 0,"₹ 1,03,184",,,,,,,,,,,,
105,13-Sep-2023,103184,₹ 0,"₹ 1,03,184","₹ 26,170","₹ 71,266","₹ 5,040",₹ 521,₹ 356,₹ 8,₹ 0,₹ 0,₹ 60,"₹ 1,03,421",₹ 0,"₹ 1,03,361",,,,,,,,,,,,
106,14-Sep-2023,103361,₹ 0,"₹ 1,03,361","₹ 32,760","₹ 65,356","₹ 4,786",₹ 871,₹ 208,₹ 8,₹ 0,₹ 0,₹ 0,"₹ 1,03,989",₹ 0,"₹ 1,03,989",,,,,,,,,,,,
107,15-Sep-2023,103989,₹ 0,"₹ 1,03,989","₹ 39,570","₹ 58,356",₹ 392,₹ 871,₹ 208,₹ 8,"₹ 2,000",₹ 0,"₹ 2,800","₹ 1,04,205",₹ 0,"₹ 1,01,405",,,,,,,,,,,,
108,16-Sep-2023,101405,₹ 0,"₹ 1,01,405","₹ 16,290","₹ 68,958","₹ 5,395",₹ 473,₹ 208,₹ 8,"₹ 10,000",₹ 0,₹ 399,"₹ 1,01,731",₹ 0,"₹ 1,01,332",,,,,,,,,,,,
109,17-Sep-2023,101332,₹ 0,"₹ 1,01,332","₹ 27,140","₹ 60,288","₹ 1,513",₹ 473,₹ 208,₹ 8,"₹ 10,000",₹ 0,"₹ 1,900","₹ 1,01,530",₹ 0,"₹ 99,630",,,,,        ,,,,,,,
110,18-Sep-2023,99630,₹ 0,"₹ 99,630","₹ 21,600","₹ 57,522","₹ 4,724",₹ 880,₹ 708,₹ 8,"₹ 5,000",₹ 0,"₹ 9,880","₹ 1,00,322",₹ 0,"₹ 90,442",,,,,,,,,,,,
111,19-Sep-2023,90442,₹ 0,"₹ 90,442","₹ 23,270","₹ 65,772",₹ 501,₹ 731,₹ 708,₹ 8,₹ 0,₹ 0,₹ 320,"₹ 91,310",₹ 0,"₹ 90,990",,,,,,,,,,,,
112,20-Sep-2023,90990,₹ 0,"₹ 90,990","₹ 24,440","₹ 64,582",₹ 507,"₹ 1,192",₹ 708,₹ 8,₹ 0,₹ 0,₹ 0,"₹ 91,437",₹ 0,"₹ 91,437",,,,,,,,,,,,
113,21-Sep-2023,91437,₹ 0,"₹ 91,437","₹ 39,260","₹ 49,582","₹ 2,010","₹ 1,192",₹ 708,₹ 8,₹ 0,₹ 0,₹ 0,"₹ 92,760",₹ 0,"₹ 92,760",,,,,,,,,,,,
114,22-Sep-2023,92760,₹ 0,"₹ 92,760","₹ 39,510","₹ 46,962","₹ 5,015",₹ 964,₹ 708,₹ 0,₹ 0,₹ 0,₹ 0,"₹ 93,159",₹ 0,"₹ 93,159",,,,,,,,,,,,
115,23-Sep-2023,93159,₹ 0,"₹ 93,159","₹ 34,010","₹ 57,469",₹ 510,₹ 746,₹ 708,₹ 0,₹ 0,₹ 0,₹ 0,"₹ 93,443",₹ 0,"₹ 93,443",,,,,,,,,,,,
116,24-Sep-2023,93443,₹ 0,"₹ 93,443","₹ 48,360","₹ 37,059",₹ 539,₹ 522,₹ 593,₹ 0,"₹ 6,000",₹ 0,₹ 710,"₹ 93,783",₹ 0,"₹ 93,073",,,,,,,,,,,,
117,25-Sep-2023,93073,₹ 0,"₹ 93,073","₹ 44,410","₹ 47,369",₹ 501,₹ 813,₹ 593,₹ 0,₹ 0,₹ 0,₹ 0,"₹ 93,686",₹ 0,"₹ 93,686",,,,,,,,,,,,
118,26-Sep-2023,93686,₹ 0,"₹ 93,686","₹ 44,380","₹ 42,949","₹ 4,519",₹ 465,₹ 593,₹ 0,"₹ 2,000",₹ 0,₹ 0,"₹ 94,906",₹ 0,"₹ 94,906",,,,,,,,,,,,
119,27-Sep-2023,94906,₹ 0,"₹ 94,906","₹ 57,270","₹ 36,987",₹ 30,"₹ 1,205",₹ 593,₹ 0,₹ 0,₹ 0,₹ 0,"₹ 96,085",₹ 0,"₹ 96,085",,,,,,,,,,,,
120,28-Sep-2023,96085,₹ 0,"₹ 96,085","₹ 27,310","₹ 58,429","₹ 7,425",₹ 880,₹ 593,₹ 0,"₹ 2,000",₹ 0,₹ 340,"₹ 96,977",₹ 0,"₹ 96,637",,,,,,,,,,,,
121,29-Sep-2023,96637,₹ 0,"₹ 96,637","₹ 33,230","₹ 60,967",₹ 178,₹ 880,₹ 399,₹ 0,"₹ 2,000",₹ 0,₹ 0,"₹ 97,654",₹ 0,"₹ 97,654",,,,,,,,,,,,
122,30-Sep-2023,97654,₹ 0,"₹ 97,654","₹ 35,880","₹ 47,067","₹ 14,746",₹ 880,₹ 399,₹ 0,₹ 0,₹ 0,₹ 0,"₹ 98,972",₹ 0,"₹ 98,972",,,,,,,,,,,,
123,1-Oct-2023,98972,₹ 0,"₹ 98,972","₹ 56,680","₹ 40,067",₹ 41,₹ 264,₹ 399,₹ 0,"₹ 2,000",₹ 0,"₹ 1,000","₹ 1,00,451",₹ 0,"₹ 99,451",,,,,,,,,,,,
124,2-Oct-2023,99451,₹ 0,"₹ 99,451","₹ 26,700","₹ 58,893","₹ 10,144",₹ 914,₹ 399,₹ 0,"₹ 2,000",₹ 0,"₹ 1,660","₹ 1,00,710",₹ 0,"₹ 99,050",,,,,,,,,,,,
125,3-Oct-2023,99050,₹ 0,"₹ 99,050","₹ 2,930","₹ 84,683","₹ 11,066",₹ 675,₹ 399,₹ 0,₹ 0,₹ 0,₹ 0,"₹ 99,753",₹ 0,"₹ 99,753",,,,,,,,,,,,
126,4-Oct-2023,99753,₹ 0,"₹ 99,753","₹ 59,350","₹ 38,969",₹ 612,₹ 407,₹ 399,₹ 0,"₹ 2,020",₹ 0,₹ 0,"₹ 1,01,757",₹ 0,"₹ 1,01,757",,,,,,,,,,,,
127,5-Oct-2023,101757,₹ 0,"₹ 1,01,757","₹ 36,680","₹ 52,206","₹ 8,067",₹ 258,₹ 399,₹ 0,₹ 0,₹ 0,"₹ 5,650","₹ 1,03,260",₹ 0,"₹ 97,610",,,,,,,,,,,,
128,6-Oct-2023,97610,₹ 0,"₹ 97,610","₹ 37,350","₹ 54,322","₹ 1,008",₹ 589,₹ 303,₹ 0,"₹ 5,500",₹ 0,₹ 100,"₹ 99,172",₹ 0,"₹ 99,072",,,,,,,,,,,,
129,7-Oct-2023,99072,₹ 0,"₹ 99,072","₹ 46,040","₹ 52,793",₹ 194,₹ 380,₹ 303,₹ 0,₹ 0,₹ 0,₹ 0,"₹ 99,710",₹ 0,"₹ 99,710",,,,,,,,,,,,
130,8-Oct-2023,99710,₹ 0,"₹ 99,710","₹ 65,685","₹ 19,943","₹ 14,049","₹ 1,080",₹ 206,₹ 0,₹ 0,₹ 0,₹ 60,"₹ 1,01,023",₹ 0,"₹ 1,00,963",,,,,,,,,,,,
131,9-Oct-2023,100963,₹ 0,"₹ 1,00,963","₹ 44,025","₹ 55,541","₹ 1,002",₹ 614,₹ 206,₹ 0,₹ 0,₹ 0,₹ 209,"₹ 1,01,597",₹ 0,"₹ 1,01,388",,,,,,,,,,,,
132,10-Oct-2023,101388,₹ 0,"₹ 1,01,388","₹ 63,030","₹ 30,661",₹ 67,₹ 354,₹ 206,₹ 0,₹ 0,₹ 0,"₹ 7,900","₹ 1,02,218",₹ 0,"₹ 94,318",,,,,,,,,,,,
133,11-Oct-2023,94318,₹ 0,"₹ 94,318","₹ 41,890","₹ 46,692","₹ 3,091","₹ 1,178",₹ 206,₹ 0,₹ 0,₹ 0,"₹ 3,100","₹ 96,157",₹ 0,"₹ 93,057",,,,,,,,,,,,
134,12-Oct-2023,93057,₹ 0,"₹ 93,057","₹ 37,710","₹ 44,011","₹ 10,764",₹ 851,₹ 415,₹ 0,₹ 0,₹ 0,₹ 0,"₹ 93,751",₹ 0,"₹ 93,751",,,,,,,,,,,,
135,13-Oct-2023,93751,₹ 0,"₹ 93,751","₹ 33,905","₹ 48,641","₹ 11,105",₹ 593,₹ 415,₹ 0,₹ 0,₹ 0,₹ 60,"₹ 94,719",₹ 0,"₹ 94,659",,,,,,,,,,,,
136,14-Oct-2023,94659,₹ 0,"₹ 94,659","₹ 33,340","₹ 56,039","₹ 5,023",₹ 856,₹ 301,₹ 0,₹ 0,₹ 0,₹ 70,"₹ 95,629",₹ 0,"₹ 95,559",,,,,,,,,,,,
137,15-Oct-2023,95559,₹ 0,"₹ 95,559","₹ 61,925","₹ 23,999","₹ 8,141","₹ 1,299",₹ 195,₹ 0,₹ 0,₹ 0,₹ 830,"₹ 96,389",₹ 0,"₹ 95,559",,,,,,,,,,,,
138,16-Oct-2023,95559,₹ 0,"₹ 95,559","₹ 44,865","₹ 27,339","₹ 22,213","₹ 1,121",₹ 195,₹ 0,"₹ 1,500",₹ 0,₹ 355,"₹ 97,588",₹ 0,"₹ 97,233",,,,,,,,,,,,
139,17-Oct-2023,97233,₹ 0,"₹ 97,233","₹ 40,465","₹ 29,319","₹ 26,145","₹ 2,093",₹ 99,₹ 0,₹ 0,₹ 0,₹ 40,"₹ 98,161",₹ 0,"₹ 98,121",,,,,,,,,,,,
140,18-Oct-2023,98121,₹ 0,"₹ 98,121","₹ 51,600","₹ 35,949","₹ 8,464","₹ 1,803",₹ 99,₹ 0,₹ 0,₹ 0,"₹ 1,600","₹ 99,515",₹ 0,"₹ 97,915",,,,,,,,,,,,
141,19-Oct-2023,97915,₹ 0,"₹ 97,915","₹ 45,505","₹ 32,813","₹ 20,028","₹ 1,126",₹ 99,₹ 0,₹ 0,₹ 0,₹ 0,"₹ 99,571",₹ 0,"₹ 99,571",,,,,,,,,,,,
142,20-Oct-2023,99571,₹ 0,"₹ 99,571","₹ 24,042","₹ 68,919","₹ 4,441",₹ 341,₹ 99,₹ 0,₹ 0,₹ 0,"₹ 3,260","₹ 1,01,102",₹ 0,"₹ 97,842",,,,,,,,,,,,
143,21-Oct-2023,97842,₹ 0,"₹ 97,842","₹ 60,725","₹ 37,150",₹ 331,₹ 98,₹ 99,₹ 0,₹ 0,₹ 0,₹ 900,"₹ 99,303",₹ 0,"₹ 98,403",,,,,,,,,,,,
144,22-Oct-2023,98403,₹ 0,"₹ 98,403","₹ 55,365","₹ 41,014","₹ 2,409",₹ 650,₹ 340,₹ 0,₹ 0,₹ 0,₹ 200,"₹ 99,978",₹ 0,"₹ 99,778",,,,,,,,,,,,
145,23-Oct-2023,99778,₹ 0,"₹ 99,778","₹ 32,480","₹ 62,786","₹ 3,259","₹ 2,154",₹ 244,₹ 0,₹ 0,₹ 0,₹ 270,"₹ 1,01,193",₹ 0,"₹ 1,00,923",,,,,,,,,,,,
146,24-Oct-2023,100923,₹ 0,"₹ 1,00,923","₹ 4,310","₹ 95,804",₹ 302,"₹ 1,905",₹ 102,₹ 0,₹ 0,₹ 0,₹ 240,"₹ 1,02,663",₹ 0,"₹ 1,02,423",,,,,,,,,,,,
147,25-Oct-2023,102423,₹ 0,"₹ 1,02,423","₹ 31,614","₹ 66,615","₹ 3,474","₹ 1,538",₹ 102,₹ 0,₹ 0,₹ 0,₹ 390,"₹ 1,03,733",₹ 0,"₹ 1,03,343",,,,,,,,,,,,
